0,0,0,0,0,1,0.33,0.86,0.36,0,1,0.33,0.86,0.36,0,0,0,0,0,0,1,0.66,0,0.36,0,0,0,0.28,0.54,0,0,0,0,0,0,0,0,0.14,0.72,0,1,1,0.28,0.54,0,0,0,0,0,0,0,0,0,0.18,0,0
1,0.66,0,0.90,0,0,0,0,0,0,0,0,0,0,0,1,0.66,0.28,0.54,0,1,0.66,0,0,1,0,0,0,0,0,1,0.66,0,0.72,0.33,1,0.66,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,0.33,0,0.18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.33,0.72,0.54,0.33,0,0,0.14,0.72,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.18,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0.90,0,0,0,0,0,0,1,1,0,0,0,0,0,0.14,0.72,0,0,0,0,0,0,1,0.66,0,0,0,0,0,0,0.18,0,0
1,0.66,0,0.90,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.66,0,0.90,0.66,0,0,0,0,0,1,0.66,0.44,0.54,0.33,0,0,0.14,0.72,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.18,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.66,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.14,0.72,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.18,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.66,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.14,0.72,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.18,0,0
0,0,0,0,0,0,0,0,0,0,1,0.66,0,0.54,0,1,0.66,0,0.54,0,1,0.33,0,0,1,0,0,0,0,0,1,0.66,0.28,0.54,1,1,0.66,0.14,0.54,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.18,0,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.66,0,0,0,1,0.66,0.28,0.54,0.66,1,0.33,0.28,0.54,0.33,0,0,0.14,0.72,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.18,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.66,0,0,0,0,0,0,0,0,1,0.66,0.14,0.72,0.66,0,0,0.14,0.72,0,0,0,0,0,0,0,0,0,0,0,1,0.66,0,0.18,0,1
1,0.33,0,0.90,0,0,0,0,0,0,1,0.33,0.28,0.36,0,1,0.33,0,0,0,1,0.33,0,0,0,0,0,0,0,0,1,0.33,0,0.72,0,0,0,0.14,0.72,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.18,0,0
1,0.33,0,0.90,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.14,0.72,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.18,0,0
1,0.66,0,0.90,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.33,0,0,0.66,0,0,0,0,0,1,0.66,0,0.72,0.33,0,0,0.14,0.72,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.18,0,0
1,0.66,0,0.18,0,1,0.33,0.58,0.54,0,1,0.66,0.28,0.54,0,0,0,0,0,0,1,0.66,0,0,0,0,0,0,0,0,1,0.66,0,0.54,0,0,0,0.14,0.72,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.18,0,0
1,0.66,0,0.18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.33,0,0,0.66,0,0,0,0,0,1,0.33,0.28,0.54,0.33,0,0,0.14,0.72,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.18,0,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.66,0,0,0,0,0,0,0,0,1,0.33,0.28,0.36,0.66,0,0,0.14,0.72,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.18,0,0
1,0.66,0,0.90,0,1,0.66,0.28,0.36,0,0,0,0,0,0,0,0,0,0,0,1,0.33,0,0.90,1,0,0,0,0,0,1,0.33,0.28,0.72,0.66,0,0,0.14,0.72,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.18,0,1
1,0.66,0,0.18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.66,0,0,0,0,0,0,0,0,1,0.66,0.28,0.72,0.33,0,0,0.14,0.72,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.18,0,0
1,0.66,0,0.90,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0.66,0,0.72,0.33,0,0,0.14,0.72,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.18,0,0
1,0.66,0,0.18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.66,0,0,0,0,0,0,0,0,1,0.66,0,0.72,0.33,0,0,0.14,0.72,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.18,0,0
1,0.66,0,0.18,0,0,0,0,0,0,1,0.33,0,0.54,0,0,0,0,0,0,1,0.66,0,0,0,1,0.33,0.28,0.54,0,1,0.66,0.28,0.54,0.33,0,0,0.14,0.72,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.18,0,1